playerId,Name,HR,AVG,OPS,team
621545,Zach Remillard,0,1.000,2.000,Chicago White Sox
666176,Jo Adell,1,.333,1.833,Los Angeles Angels
647351,Abraham Toro,1,.500,1.431,Milwaukee Brewers
605421,Michael Perez,0,.571,1.285,New York Mets
683021,Michael Stefanic,0,.500,1.250,Los Angeles Angels
594807,Adam Duvall,4,.327,1.112,Boston Red Sox
670242,Matt Wallner,1,.368,1.099,Minnesota Twins
592450,Aaron Judge,19,.291,1.078,New York Yankees
608369,Corey Seager,10,.348,1.048,Texas Rangers
666624,Christopher Morel,12,.292,1.034,Chicago Cubs
660271,Shohei Ohtani,23,.300,1.011,Los Angeles Angels
656811,Ryan O'Hearn,5,.342,1.004,Baltimore Orioles
596103,Austin Slater,1,.431,.992,San Francisco Giants
682641,Luis Matos,0,.375,.990,San Francisco Giants
682998,Corbin Carroll,15,.307,.982,Arizona Diamondbacks
670541,Yordan Alvarez,17,.277,.977,Houston Astros
666160,Mickey Moniak,6,.309,.975,Los Angeles Angels
660670,Ronald Acuna Jr.,15,.326,.966,Atlanta Braves
518692,Freddie Freeman,13,.326,.964,Los Angeles Dodgers
666134,Nolan Jones,4,.324,.963,Colorado Rockies
670042,Luke Raley,12,.270,.947,Tampa Bay Rays
645801,Mike Ford,4,.222,.943,Seattle Mariners
676369,Nelson Velazquez,3,.241,.934,Chicago Cubs
669392,Samad Taylor,0,.333,.933,Kansas City Royals
650490,Yandy Diaz,12,.304,.927,Tampa Bay Rays
624585,Jorge Soler,20,.260,.923,Miami Marlins
650333,Luis Arraez,2,.388,.920,Miami Marlins
656403,Drew Ellis,2,.222,.920,Philadelphia Phillies
669221,Sean Murphy,12,.287,.920,Atlanta Braves
592626,Joc Pederson,7,.281,.912,San Francisco Giants
665487,Fernando Tatis Jr.,14,.285,.912,San Diego Padres
669257,Will Smith,10,.287,.906,Los Angeles Dodgers
680574,Matt McLain,3,.328,.899,Cincinnati Reds
641856,Billy McKinney,1,.310,.896,New York Yankees
605141,Mookie Betts,17,.269,.893,Los Angeles Dodgers
606115,Orlando Arcia,6,.339,.892,Atlanta Braves
681351,Logan O'Hoppe,4,.283,.886,Los Angeles Angels
669261,Jack Suwinski,15,.239,.886,Pittsburgh Pirates
664774,LaMonte Wade Jr.,9,.280,.885,San Francisco Giants
656185,Greg Allen,1,.214,.884,New York Yankees
502110,J.D. Martinez,16,.257,.883,Los Angeles Dodgers
668227,Randy Arozarena,13,.280,.878,Tampa Bay Rays
595453,Chad Wallach,6,.276,.876,Los Angeles Angels
680118,Dairon Blanco,0,.286,.875,Kansas City Royals
502671,Paul Goldschmidt,12,.287,.874,St. Louis Cardinals
665742,Juan Soto,11,.255,.874,San Diego Padres
666163,Ben Rortvedt,0,.286,.873,New York Yankees
624413,Pete Alonso,22,.231,.872,New York Mets
672275,Patrick Bailey,3,.304,.869,San Francisco Giants
672695,Geraldo Perdomo,5,.294,.868,Arizona Diamondbacks
669394,Jake Burger,16,.237,.865,Chicago White Sox
605204,J.D. Davis,10,.291,.865,San Francisco Giants
807799,Masataka Yoshida,7,.309,.862,Boston Red Sox
669720,Austin Hays,8,.312,.858,Baltimore Orioles
666397,Edouard Julien,4,.272,.856,Minnesota Twins
514888,Jose Altuve,3,.278,.855,Houston Astros
608070,Jose Ramirez,11,.287,.855,Cleveland Guardians
666182,Bo Bichette,14,.316,.854,Toronto Blue Jays
656180,Riley Adams,2,.271,.852,Washington Nationals
592206,Nick Castellanos,8,.315,.851,Philadelphia Phillies
606466,Ketel Marte,10,.289,.851,Arizona Diamondbacks
665506,Cristian Pache,1,.310,.850,Philadelphia Phillies
623912,Harold Ramirez,9,.302,.848,Tampa Bay Rays
667670,Brent Rooker,13,.254,.846,Oakland Athletics
660821,Jesus Sanchez,6,.270,.842,Miami Marlins
666139,Josh Lowe,11,.281,.841,Tampa Bay Rays
641857,Ryan McMahon,10,.271,.841,Colorado Rockies
666971,Lourdes Gurriel Jr.,11,.278,.840,Arizona Diamondbacks
673962,Josh Jung,14,.280,.839,Texas Rangers
677649,Ezequiel Duran,8,.294,.838,Texas Rangers
621566,Matt Olson,20,.229,.838,Atlanta Braves
641598,Mitch Garver,3,.264,.837,Texas Rangers
670770,TJ Friedl,3,.307,.836,Cincinnati Reds
656775,Cedric Mullins,8,.263,.835,Baltimore Orioles
673357,Luis Robert Jr.,17,.258,.835,Chicago White Sox
543482,Drew Maggi,0,.333,.833,Pittsburgh Pirates
572233,Christian Walker,14,.265,.833,Arizona Diamondbacks
666135,Alex Kirilloff,4,.274,.829,Minnesota Twins
670623,Isaac Paredes,12,.257,.829,Tampa Bay Rays
665750,Leody Taveras,7,.294,.829,Texas Rangers
446334,Evan Longoria,9,.236,.828,Arizona Diamondbacks
676116,Ryan Noda,7,.246,.828,Oakland Athletics
668939,Adley Rutschman,10,.281,.828,Baltimore Orioles
668715,Spencer Steer,9,.278,.828,Cincinnati Reds
642731,Thairo Estrada,9,.296,.827,San Francisco Giants
666150,Dominic Fletcher,2,.308,.823,Arizona Diamondbacks
641355,Cody Bellinger,7,.267,.822,Chicago Cubs
677551,Wander Franco,8,.295,.822,Tampa Bay Rays
545361,Mike Trout,14,.252,.820,Los Angeles Angels
691023,Jordan Walker,5,.295,.820,St. Louis Cardinals
607680,Kevin Pillar,6,.271,.818,Atlanta Braves
607043,Brandon Nimmo,7,.285,.817,New York Mets
657077,Alex Verdugo,5,.294,.817,Boston Red Sox
657041,Lane Thomas,10,.287,.816,Washington Nationals
665804,Miguel Amaya,2,.257,.815,Chicago Cubs
553869,Elias Diaz,7,.295,.815,Colorado Rockies
669357,Nolan Gorman,15,.240,.814,St. Louis Cardinals
608701,Rob Refsnyder,1,.284,.813,Boston Red Sox
474832,Brandon Belt,4,.263,.812,Toronto Blue Jays
547180,Bryce Harper,3,.296,.812,Philadelphia Phillies
645277,Ozzie Albies,16,.263,.811,Atlanta Braves
543760,Marcus Semien,10,.279,.811,Texas Rangers
669364,Xavier Edwards,0,.381,.810,Miami Marlins
668804,Bryan Reynolds,7,.278,.810,Pittsburgh Pirates
592273,Brandon Drury,12,.263,.809,Los Angeles Angels
666969,Adolis Garcia,15,.260,.809,Texas Rangers
608336,Joey Gallo,11,.196,.808,Minnesota Twins
521692,Salvador Perez,14,.272,.808,Kansas City Royals
457759,Justin Turner,10,.278,.807,Boston Red Sox
664056,Harrison Bader,6,.267,.806,New York Yankees
542303,Marcell Ozuna,13,.241,.806,Atlanta Braves
592663,J.T. Realmuto,8,.261,.806,Philadelphia Phillies
682985,Riley Greene,5,.296,.805,Detroit Tigers
663845,Alfonso Rivas,0,.286,.804,San Diego Padres
672284,Jarred Kelenic,11,.258,.803,Seattle Mariners
457705,Andrew McCutchen,9,.262,.803,Pittsburgh Pirates
642350,Jose Siri,12,.222,.802,Tampa Bay Rays
682626,Francisco Alvarez,12,.237,.801,New York Mets
646240,Rafael Devers,17,.243,.801,Boston Red Sox
656305,Matt Chapman,9,.264,.798,Toronto Blue Jays
663656,Kyle Tucker,9,.281,.798,Houston Astros
571970,Max Muncy,18,.191,.797,Los Angeles Dodgers
668472,Nick Pratto,4,.285,.796,Kansas City Royals
680776,Jarren Duran,3,.291,.795,Boston Red Sox
663368,Blake Perkins,2,.265,.795,Milwaukee Brewers
502054,Tommy Pham,6,.252,.795,New York Mets
663993,Nathaniel Lowe,8,.276,.794,Texas Rangers
571448,Nolan Arenado,13,.273,.793,St. Louis Cardinals
682829,Elly De La Cruz,1,.256,.792,Cincinnati Reds
683002,Gunnar Henderson,10,.237,.792,Baltimore Orioles
595281,Kevin Kiermaier,4,.282,.792,Toronto Blue Jays
656896,Emmanuel Rivera,1,.331,.792,Arizona Diamondbacks
665489,Vladimir Guerrero Jr.,9,.284,.791,Toronto Blue Jays
664023,Ian Happ,5,.266,.791,Chicago Cubs
663697,Jonathan India,9,.272,.790,Cincinnati Reds
656582,Connor Joe,6,.247,.790,Pittsburgh Pirates
641511,Jason Delay,1,.304,.789,Pittsburgh Pirates
600869,Jeimer Candelario,8,.256,.788,Washington Nationals
641680,Jonah Heim,8,.279,.787,Texas Rangers
676801,Chas McCormick,6,.246,.787,Houston Astros
673548,Seiya Suzuki,6,.269,.787,Chicago Cubs
624424,Michael Conforto,12,.245,.784,San Francisco Giants
623993,Anthony Santander,9,.259,.784,Baltimore Orioles
592885,Christian Yelich,9,.266,.784,Milwaukee Brewers
622110,Matt Duffy,1,.316,.780,Kansas City Royals
641584,Jake Fraley,7,.262,.780,Cincinnati Reds
519203,Anthony Rizzo,11,.265,.779,New York Yankees
545341,Randal Grichuk,1,.292,.777,Colorado Rockies
518792,Jason Heyward,7,.231,.777,Los Angeles Dodgers
456781,Donovan Solano,2,.286,.777,Minnesota Twins
527038,Wilmer Flores,7,.258,.776,San Francisco Giants
518595,Travis d'Arnaud,4,.272,.776,Atlanta Braves
664034,Ty France,6,.281,.775,Seattle Mariners
592696,Eddie Rosario,11,.256,.773,Atlanta Braves
669003,Garrett Mitchell,3,.259,.772,Milwaukee Brewers
681082,Bryson Stott,7,.300,.771,Philadelphia Phillies
519058,Mike Moustakas,4,.257,.770,Colorado Rockies
663457,Lars Nootbaar,4,.266,.770,St. Louis Cardinals
453568,Charlie Blackmon,5,.265,.769,Colorado Rockies
687263,Zach Neto,6,.259,.769,Los Angeles Angels
650391,Eloy Jimenez,8,.258,.768,Chicago White Sox
669016,Brandon Marsh,5,.257,.767,Philadelphia Phillies
666801,Rodolfo Castro,6,.259,.766,Pittsburgh Pirates
656941,Kyle Schwarber,19,.178,.766,Philadelphia Phillies
608671,Travis Jankowski,0,.293,.765,Texas Rangers
663586,Austin Riley,11,.265,.764,Atlanta Braves
681546,James Outman,9,.232,.763,Los Angeles Dodgers
596142,Gary Sanchez,6,.203,.762,San Diego Padres
642136,Matt Thaiss,3,.269,.762,Los Angeles Angels
545121,Ildemaro Vargas,2,.283,.762,Washington Nationals
686469,Vinnie Pasquantino,9,.247,.761,Kansas City Royals
670097,Zack Short,3,.267,.760,Detroit Tigers
593160,Whit Merrifield,2,.306,.759,Toronto Blue Jays
647304,Josh Naylor,8,.277,.759,Cleveland Guardians
641943,Josh Palacios,1,.275,.758,Pittsburgh Pirates
621020,Dansby Swanson,7,.264,.758,Chicago Cubs
519317,Giancarlo Stanton,6,.221,.757,New York Yankees
641343,Jake Bauers,5,.221,.756,New York Yankees
681481,Kerry Carpenter,4,.260,.756,Detroit Tigers
656541,Sam Hilliard,3,.246,.756,Atlanta Braves
658668,Edward Olivares,5,.259,.756,Kansas City Royals
680911,Owen Miller,4,.294,.755,Milwaukee Brewers
573262,Mike Yastrzemski,8,.242,.755,San Francisco Giants
650559,Bryan De La Cruz,8,.273,.752,Miami Marlins
518626,Josh Donaldson,6,.160,.752,New York Yankees
621550,Patrick Wisdom,14,.196,.752,Chicago Cubs
593428,Xander Bogaerts,7,.264,.751,San Diego Padres
650402,Gleyber Torres,11,.252,.751,New York Yankees
661388,William Contreras,8,.240,.750,Milwaukee Brewers
665833,Oneil Cruz,1,.250,.750,Pittsburgh Pirates
673237,Yainer Diaz,5,.257,.750,Houston Astros
571912,Luke Maile,3,.239,.750,Cincinnati Reds
655316,Andruw Monasterio,1,.257,.750,Milwaukee Brewers
683734,Andrew Vaughn,9,.240,.750,Chicago White Sox
606192,Teoscar Hernandez,12,.257,.747,Seattle Mariners
640458,Oscar Mercado,0,.310,.747,St. Louis Cardinals
657136,Connor Wong,6,.238,.746,Boston Red Sox
676609,Jose Caballero,2,.236,.743,Seattle Mariners
572816,Corey Dickerson,2,.273,.743,Washington Nationals
543228,Yan Gomes,7,.271,.743,Chicago Cubs
680777,Ryan Jeffers,3,.228,.741,Minnesota Twins
593871,Jorge Polanco,5,.250,.741,Minnesota Twins
642133,Rowdy Tellez,12,.232,.741,Milwaukee Brewers
657757,Gavin Sheets,8,.236,.737,Chicago White Sox
664761,Alec Bohm,7,.271,.733,Philadelphia Phillies
656413,Stuart Fairchild,4,.234,.733,Cincinnati Reds
596059,Rougned Odor,4,.216,.733,San Diego Padres
592669,Hunter Renfroe,12,.242,.733,Los Angeles Angels
663837,Matt Vierling,7,.262,.733,Detroit Tigers
518735,Yasmani Grandal,5,.268,.732,Chicago White Sox
666181,Will Benson,1,.264,.729,Cincinnati Reds
657557,Paul DeJong,9,.228,.729,St. Louis Cardinals
645302,Victor Robles,0,.289,.729,Washington Nationals
621035,Chris Taylor,11,.207,.729,Los Angeles Dodgers
543807,George Springer,10,.255,.727,Toronto Blue Jays
621439,Byron Buxton,10,.206,.726,Minnesota Twins
663538,Nico Hoerner,4,.288,.725,Chicago Cubs
643376,Danny Jansen,9,.210,.725,Toronto Blue Jays
677594,Julio Rodriguez,12,.243,.725,Seattle Mariners
666165,Blake Sabol,7,.245,.725,San Francisco Giants
643565,Mike Tauchman,0,.280,.724,Chicago Cubs
650489,Willi Castro,5,.254,.722,Minnesota Twins
680977,Brendan Donovan,6,.259,.721,St. Louis Cardinals
608841,Joey Meneses,2,.297,.721,Washington Nationals
592178,Kris Bryant,5,.263,.720,Colorado Rockies
665161,Jeremy Pena,8,.252,.720,Houston Astros
670764,Taylor Walls,7,.214,.720,Tampa Bay Rays
592192,Mark Canha,5,.241,.719,New York Mets
643289,Mauricio Dubon,3,.290,.718,Houston Astros
602104,Ramon Urias,2,.265,.718,Baltimore Orioles
493329,Yuli Gurriel,3,.262,.716,Miami Marlins
656716,Zach McKinstry,5,.247,.716,Detroit Tigers
605119,Brian Anderson,9,.225,.715,Milwaukee Brewers
641505,Jonathan Davis,1,.259,.715,Miami Marlins
677951,Bobby Witt Jr.,11,.247,.715,Kansas City Royals
641432,Willie Calhoun,5,.238,.714,New York Yankees
662139,Daulton Varsho,12,.231,.713,Toronto Blue Jays
621493,Taylor Ward,9,.248,.713,Los Angeles Angels
605170,Victor Caratini,3,.264,.711,Milwaukee Brewers
643217,Andrew Benintendi,1,.276,.709,Chicago White Sox
641487,J.P. Crawford,4,.245,.709,Seattle Mariners
671277,Luis Garcia,5,.280,.709,Washington Nationals
444482,David Peralta,4,.270,.709,Los Angeles Dodgers
666185,Dylan Carlson,3,.248,.708,St. Louis Cardinals
673490,Ha-Seong Kim,5,.245,.708,San Diego Padres
622534,Manuel Margot,3,.259,.708,Tampa Bay Rays
678246,Miguel Vargas,6,.213,.708,Los Angeles Dodgers
672779,Tucupita Marcano,3,.246,.707,Pittsburgh Pirates
663728,Cal Raleigh,9,.213,.707,Seattle Mariners
621028,Kevin Newman,2,.271,.706,Cincinnati Reds
542208,Carlos Perez,4,.248,.706,Oakland Athletics
622569,Pablo Reyes,0,.305,.706,Boston Red Sox
668670,Jake Rogers,9,.174,.706,Detroit Tigers
671213,Triston Casas,7,.208,.705,Boston Red Sox
572191,Michael A. Taylor,10,.228,.705,Minnesota Twins
608324,Alex Bregman,9,.234,.704,Houston Astros
665019,Kody Clemens,4,.248,.704,Philadelphia Phillies
621043,Carlos Correa,9,.211,.704,Minnesota Twins
467793,Carlos Santana,6,.235,.704,Pittsburgh Pirates
679529,Spencer Torkelson,7,.235,.704,Detroit Tigers
678662,Ezequiel Tovar,6,.255,.704,Colorado Rockies
621563,Joey Wendle,1,.250,.704,Miami Marlins
543068,C.J. Cron,6,.228,.703,Colorado Rockies
570482,Gio Urshela,2,.299,.703,Los Angeles Angels
596019,Francisco Lindor,12,.211,.702,New York Mets
686894,Joey Wiemer,10,.215,.702,Milwaukee Brewers
676694,Jake Meyers,6,.230,.701,Houston Astros
663886,Tyler Stephenson,5,.253,.701,Cincinnati Reds
605137,Josh Bell,6,.231,.700,Cleveland Guardians
686823,Will Brennan,4,.267,.699,Cleveland Guardians
571657,Kyle Farmer,4,.264,.699,Minnesota Twins
663616,Trevor Larnach,6,.211,.699,Minnesota Twins
668904,Royce Lewis,2,.273,.698,Minnesota Twins
681807,David Fry,1,.250,.697,Cleveland Guardians
664040,Brandon Lowe,9,.205,.697,Tampa Bay Rays
668709,JJ Bleday,4,.206,.696,Oakland Athletics
643446,Jeff McNeil,3,.273,.695,New York Mets
595777,Jurickson Profar,5,.239,.695,Colorado Rockies
665862,Jazz Chisholm Jr.,7,.229,.694,Miami Marlins
443558,Nelson Cruz,5,.237,.694,San Diego Padres
669242,Tommy Edman,7,.235,.694,St. Louis Cardinals
663647,Ke'Bryan Hayes,4,.257,.694,Pittsburgh Pirates
543305,Aaron Hicks,3,.235,.693,Baltimore Orioles
592518,Manny Machado,8,.248,.693,San Diego Padres
680757,Steven Kwan,2,.263,.691,Cleveland Guardians
518934,DJ LeMahieu,7,.236,.691,New York Yankees
669701,Josh H. Smith,3,.204,.687,Texas Rangers
624428,Adam Frazier,8,.229,.686,Baltimore Orioles
663624,Ryan Mountcastle,11,.227,.685,Baltimore Orioles
668731,Akil Baddoo,3,.231,.684,Detroit Tigers
660688,Keibert Ruiz,8,.235,.684,Washington Nationals
665839,Enmanuel Valdez,4,.234,.684,Boston Red Sox
630105,Jake Cronenworth,7,.211,.683,San Diego Padres
607208,Trea Turner,7,.247,.683,Philadelphia Phillies
543685,Anthony Rendon,1,.248,.682,Los Angeles Angels
543257,Robbie Grossman,7,.228,.681,Texas Rangers
