id,fullName,currentTeam,primaryPosition
641786,Kyle Lewis,Arizona Diamondbacks,Batter
668904,Royce Lewis,null,Batter
669461,Matthew Liberatore,null,Pitcher
689167,Jeff Lindgren,Miami Marlins,Pitcher
596019,Francisco Lindor,null,Batter
641793,Zack Littell,null,Pitcher
594902,Ben Lively,null,Pitcher
642528,Jonathan Loaisiga,New York Yankees,Pitcher
641796,Tim Locastro,New York Mets,Batter
666157,Nick Lodolo,Cincinnati Reds,Pitcher
669674,Sam Long,null,Pitcher
446334,Evan Longoria,null,Batter
605347,Jorge Lopez,null,Pitcher
673111,Jose Lopez,Tampa Bay Rays,Pitcher
670032,Nicky Lopez,null,Batter
641154,Pablo Lopez,null,Pitcher
625643,Reynaldo Lopez,null,Pitcher
547179,Michael Lorenzen,null,Pitcher
571901,Aaron Loup,null,Pitcher
663992,Richard Lovelady,Oakland Athletics,Pitcher
664040,Brandon Lowe,Tampa Bay Rays,Batter
663993,Nathaniel Lowe,null,Batter
666139,Josh Lowe,null,Batter
664192,Joey Lucchesi,New York Mets,Pitcher
476595,Lucas Luetge,Atlanta Braves,Pitcher
607625,Seth Lugo,San Diego Padres,Pitcher
664770,Nathan Lukes,Toronto Blue Jays,Batter
656669,Jordan Luplow,Toronto Blue Jays,Batter
666200,Jesus Luzardo,null,Pitcher
543475,Jordan Lyles,null,Pitcher
663738,Daniel Lynch,null,Pitcher
458681,Lance Lynn,null,Pitcher
600921,Andres Machado,Washington Nationals,Pitcher
592518,Manny Machado,null,Batter
663611,Nick Madrigal,null,Batter
628317,Kenta Maeda,Minnesota Twins,Pitcher
543482,Drew Maggi,Pittsburgh Pirates,Batter
641816,Tyler Mahle,Minnesota Twins,Pitcher
571912,Luke Maile,null,Batter
455117,Martin Maldonado,null,Batter
640455,Sean Manaea,null,Pitcher
641820,Trey Mancini,null,Batter
666159,Matt Manning,Detroit Tigers,Pitcher
666201,Alek Manoah,Toronto Blue Jays,Pitcher
573009,Joe Mantiply,null,Pitcher
672779,Tucupita Marcano,null,Batter
622534,Manuel Margot,null,Batter
676760,Ron Marinaccio,null,Pitcher
545350,Jake Marisnick,null,Batter
608566,German Marquez,Colorado Rockies,Pitcher
669016,Brandon Marsh,null,Batter
606466,Ketel Marte,null,Batter
516782,Starling Marte,null,Batter
628708,Yunior Marte,Philadelphia Phillies,Pitcher
455119,Chris Martin,null,Pitcher
661309,Adrian Martinez,Oakland Athletics,Pitcher
502110,J.D. Martinez,null,Batter
607259,Nick Martinez,null,Pitcher
661527,Seth Martinez,null,Pitcher
686681,Michael Massey,null,Batter
670156,Miles Mastrobuoni,null,Batter
622761,Jorge Mateo,null,Batter
664029,Mark Mathias,null,Batter
665155,Nick Maton,null,Batter
664208,Phil Maton,null,Pitcher
682641,Luis Matos,null,Batter
571927,Steven Matz,null,Pitcher
669160,Dustin May,Los Angeles Dodgers,Pitcher
543507,Trevor May,null,Pitcher
594577,Mike Mayers,null,Pitcher
641835,Tim Mayza,null,Pitcher
543510,James McCann,null,Batter
664983,Jake McCarthy,null,Batter
670766,Darren McCaughan,Seattle Mariners,Pitcher
663556,Shane McClanahan,null,Pitcher
676801,Chas McCormick,null,Batter
457705,Andrew McCutchen,null,Batter
668834,Easton McGee,Seattle Mariners,Pitcher
543518,Scott McGough,null,Pitcher
624512,Reese McGuire,null,Batter
543521,Collin McHugh,null,Pitcher
663630,Ryan McKenna,null,Batter
663474,Triston McKenzie,null,Pitcher
641856,Billy McKinney,null,Batter
656716,Zach McKinstry,null,Batter
680574,Matt McLain,null,Batter
641857,Ryan McMahon,null,Batter
643446,Jeff McNeil,null,Batter
640457,Austin Meadows,Detroit Tigers,Batter
683232,Nick Mears,Colorado Rockies,Pitcher
665622,Luis Medina,null,Pitcher
656730,Trevor Megill,null,Pitcher
656731,Tylor Megill,null,Pitcher
642336,Francisco Mejia,null,Batter
669004,MJ Melendez,null,Batter
608841,Joey Meneses,null,Batter
640458,Oscar Mercado,null,Batter
593160,Whit Merrifield,null,Batter
657240,Julian Merryweather,null,Pitcher
670223,Matt Mervis,Chicago Cubs,Batter
676694,Jake Meyers,null,Batter
641871,Keynan Middleton,null,Pitcher
571945,Miles Mikolas,null,Pitcher
489119,Wade Miley,Milwaukee Brewers,Pitcher
543543,Brad Miller,Texas Rangers,Batter
682243,Bryce Miller,null,Pitcher
695243,Mason Miller,Oakland Athletics,Pitcher
680911,Owen Miller,null,Batter
676272,Bobby Miller,null,Pitcher
571946,Shelby Miller,null,Pitcher
668338,Tyson Miller,null,Pitcher
571948,Hoby Milner,null,Pitcher
543548,Tommy Milone,Seattle Mariners,Pitcher
621345,A.J. Minter,null,Pitcher
669304,Jose Miranda,Minnesota Twins,Batter
664948,Anthony Misiewicz,Arizona Diamondbacks,Pitcher
669003,Garrett Mitchell,Milwaukee Brewers,Batter
669387,Carmen Mlodzinski,null,Pitcher
594580,Sam Moll,null,Pitcher
655316,Andruw Monasterio,null,Batter
660162,Yoan Moncada,Chicago White Sox,Batter
666160,Mickey Moniak,null,Batter
660707,Elehuris Montero,null,Batter
606160,Rafael Montero,null,Pitcher
663796,Coco Montes,null,Batter
656756,Jordan Montgomery,null,Pitcher
664238,Dylan Moore,null,Batter
519043,Matt Moore,Los Angeles Angels,Pitcher
686842,McKinley Moore,Philadelphia Phillies,Pitcher
663558,Jovani Moran,null,Pitcher
666624,Christopher Morel,null,Batter
672515,Gabriel Moreno,null,Batter
664294,Dauri Moreta,null,Pitcher
669212,Eli Morgan,null,Pitcher
606625,Reyes Moronta,Los Angeles Angels,Pitcher
663752,Cody Morris,Cleveland Guardians,Pitcher
450203,Charlie Morton,null,Pitcher
600301,Taylor Motter,St. Louis Cardinals,Batter
663624,Ryan Mountcastle,Baltimore Orioles,Batter
519058,Mike Moustakas,null,Batter
669105,Zach Muckenhirn,New York Mets,Pitcher
666205,Kyle Muller,Oakland Athletics,Pitcher
656775,Cedric Mullins,Baltimore Orioles,Batter
571970,Max Muncy,Los Angeles Dodgers,Batter
662253,Andres Munoz,null,Pitcher
682171,Penn Murfee,Seattle Mariners,Pitcher
669684,Chris Murphy,Boston Red Sox,Pitcher
669221,Sean Murphy,null,Batter
608596,Tom Murphy,null,Batter
605397,Joe Musgrove,null,Pitcher
656786,Parker Mushinski,Houston Astros,Pitcher
571976,Wil Myers,Cincinnati Reds,Batter
664942,James Naile,St. Louis Cardinals,Pitcher
677053,Andrew Nardi,null,Pitcher
553882,Omar Narvaez,null,Batter
676050,Packy Naughton,St. Louis Cardinals,Pitcher
647304,Josh Naylor,null,Batter
666310,Bo Naylor,Cleveland Guardians,Batter
594943,Zach Neal,Oakland Athletics,Pitcher
669459,Kyle Nelson,null,Pitcher
669194,Ryne Nelson,null,Pitcher
593576,Hector Neris,null,Pitcher
687263,Zach Neto,Los Angeles Angels,Batter
663527,Tyler Nevin,Detroit Tigers,Batter
621028,Kevin Newman,null,Batter
621512,Tomas Nido,New York Mets,Batter
607043,Brandon Nimmo,null,Batter
676116,Ryan Noda,null,Batter
668665,Stephen Nogosek,New York Mets,Pitcher
605400,Aaron Nola,null,Pitcher
543592,Austin Nola,null,Batter
543594,Sean Nolin,Miami Marlins,Pitcher
663457,Lars Nootbaar,St. Louis Cardinals,Batter
656811,Ryan O'Hearn,null,Batter
681351,Logan O'Hoppe,Los Angeles Angels,Batter
641933,Tyler O'Neill,St. Louis Cardinals,Batter
641927,Bailey Ober,null,Pitcher
596059,Rougned Odor,null,Batter
660271,Shohei Ohtani,null,Batter
595345,Steven Okert,null,Pitcher
608360,Chris Okey,Los Angeles Angels,Batter
658668,Edward Olivares,null,Batter
670124,Adam Oller,Oakland Athletics,Pitcher
621566,Matt Olson,null,Batter
681857,Reese Olson,null,Pitcher
672391,Kaleb Ort,Boston Red Sox,Pitcher
687401,Joey Ortiz,null,Batter
656814,Luis F. Ortiz,null,Pitcher
682847,Luis L. Ortiz,null,Pitcher
493603,Adam Ottavino,null,Pitcher
681546,James Outman,null,Batter
656818,Connor Overton,Cincinnati Reds,Pitcher
670912,Johan Oviedo,null,Pitcher
572008,Chris Owings,Pittsburgh Pirates,Batter
542303,Marcell Ozuna,null,Batter
665506,Cristian Pache,null,Batter
656820,Nicholas Padilla,Chicago White Sox,Pitcher
641941,Emilio Pagan,null,Pitcher
641943,Josh Palacios,null,Batter
669467,Andre Pallante,null,Pitcher
670623,Isaac Paredes,null,Batter
686469,Vinnie Pasquantino,Kansas City Royals,Batter
672715,Luis Patino,Tampa Bay Rays,Pitcher
607359,Spencer Patton,Oakland Athletics,Pitcher
572020,James Paxton,null,Pitcher
606303,Joel Payamps,null,Pitcher
663878,Nate Pearson,null,Pitcher
592626,Joc Pederson,null,Batter
665625,Elvis Peguero,null,Pitcher
665161,Jeremy Pena,null,Batter
642547,Freddy Peralta,null,Pitcher
671111,Sammy Peralta,Chicago White Sox,Pitcher
444482,David Peralta,null,Batter
593974,Wandy Peralta,null,Pitcher
672724,Oswald Peraza,New York Yankees,Batter
622780,Angel Perdomo,null,Pitcher
672695,Geraldo Perdomo,null,Batter
656024,Carlos Perez,Chicago White Sox,Batter
542208,Carlos Perez,null,Batter
672335,Cionel Perez,null,Pitcher
691587,Eury Perez,null,Pitcher
527048,Martin Perez,null,Pitcher
605421,Michael Perez,New York Mets,Batter
547379,Roberto Perez,San Francisco Giants,Batter
521692,Salvador Perez,null,Batter
663368,Blake Perkins,null,Batter
656849,David Peterson,New York Mets,Pitcher
607054,Jace Peterson,null,Batter
694297,Brandon Pfaadt,Arizona Diamondbacks,Pitcher
502054,Tommy Pham,null,Batter
621433,Brett Phillips,Los Angeles Angels,Batter
623465,Evan Phillips,null,Pitcher
663455,Konnor Pilkington,Cleveland Guardians,Pitcher
607680,Kevin Pillar,null,Batter
666207,Riley Pint,Colorado Rockies,Pitcher
601713,Nick Pivetta,null,Pitcher
668676,Zach Plesac,Cleveland Guardians,Pitcher
621363,Colin Poche,null,Pitcher
593871,Jorge Polanco,Minnesota Twins,Batter
572041,AJ Pollock,null,Batter
647315,Zach Pop,Toronto Blue Jays,Pitcher
668472,Nick Pratto,null,Batter
519151,Ryan Pressly,null,Pitcher
595777,Jurickson Profar,null,Batter
643493,Austin Pruitt,null,Pitcher
640462,A.J. Puk,null,Pitcher
615698,Cal Quantrill,Cleveland Guardians,Pitcher
629498,Johan Quezada,Miami Marlins,Pitcher
650671,Jose Quijada,Los Angeles Angels,Pitcher
666142,Cole Ragans,Texas Rangers,Pitcher
663728,Cal Raleigh,null,Batter
548384,Brooks Raley,null,Pitcher
670042,Luke Raley,null,Batter
541640,Erasmo Ramirez,Washington Nationals,Pitcher
623912,Harold Ramirez,null,Batter
608070,Jose Ramirez,null,Batter
598286,Nick Ramirez,null,Pitcher
670990,Yohan Ramirez,null,Pitcher
671218,Heliot Ramos,San Francisco Giants,Batter
592656,Henry Ramos,Cincinnati Reds,Batter
656876,Drew Rasmussen,Tampa Bay Rays,Pitcher
592662,Robbie Ray,Seattle Mariners,Pitcher
607067,Colin Rea,null,Pitcher
592663,J.T. Realmuto,null,Batter
596082,Jake Reed,Los Angeles Dodgers,Pitcher
608701,Rob Refsnyder,null,Batter
621545,Zach Remillard,null,Batter
543685,Anthony Rendon,null,Batter
592669,Hunter Renfroe,null,Batter
650859,Luis Rengifo,null,Batter
660593,Denyi Reyes,New York Mets,Pitcher
614177,Franmil Reyes,Kansas City Royals,Batter
622103,Gerardo Reyes,Los Angeles Angels,Pitcher
622569,Pablo Reyes,null,Batter
668804,Bryan Reynolds,null,Batter
608703,Matt Reynolds,Cincinnati Reds,Batter
670950,Trevor Richards,null,Pitcher
663586,Austin Riley,null,Batter
621458,Edwin Rios,Chicago Cubs,Batter
663845,Alfonso Rivas,San Diego Padres,Batter
656896,Emmanuel Rivera,null,Batter
519203,Anthony Rizzo,null,Batter
673357,Luis Robert Jr.,null,Batter
502085,David Robertson,null,Pitcher
687798,Nick Robertson,null,Pitcher
645302,Victor Robles,null,Batter
677587,Brayan Rocchio,Cleveland Guardians,Batter
593958,Eduardo Rodriguez,Detroit Tigers,Pitcher
680570,Grayson Rodriguez,Baltimore Orioles,Pitcher
605446,Dereck Rodriguez,Atlanta Braves,Pitcher
570257,Joely Rodriguez,Boston Red Sox,Pitcher
642578,Jose Rodriguez,Seattle Mariners,Pitcher
677594,Julio Rodriguez,null,Batter
666720,Yerry Rodriguez,Texas Rangers,Pitcher
668670,Jake Rogers,null,Batter
573124,Taylor Rogers,null,Pitcher
669432,Trevor Rogers,Miami Marlins,Pitcher
643511,Tyler Rogers,null,Pitcher
668942,Josh Rojas,null,Batter
500743,Miguel Rojas,null,Batter
605447,Jordan Romano,null,Pitcher
668941,JoJo Romero,St. Louis Cardinals,Pitcher
667670,Brent Rooker,null,Batter
666163,Ben Rortvedt,New York Yankees,Batter
592696,Eddie Rosario,null,Batter
642708,Amed Rosario,null,Batter
607968,Drew Rucinski,Oakland Athletics,Pitcher
621074,Michael Rucker,null,Pitcher
573131,Darin Ruf,Milwaukee Brewers,Batter
665923,Esteury Ruiz,null,Batter
614179,Jose Ruiz,null,Pitcher
660688,Keibert Ruiz,null,Batter
668939,Adley Rutschman,null,Batter
657746,Joe Ryan,null,Pitcher
666165,Blake Sabol,null,Batter
663967,Cesar Salazar,null,Batter
674285,Eduardo Salazar,Cincinnati Reds,Pitcher
519242,Chris Sale,Boston Red Sox,Pitcher
650911,Cristopher Sanchez,Philadelphia Phillies,Pitcher
596142,Gary Sanchez,null,Batter
660821,Jesus Sanchez,null,Batter
680704,Nick Sandlin,null,Pitcher
663776,Patrick Sandoval,null,Pitcher
663485,Cole Sands,Minnesota Twins,Pitcher
665665,Reiver Sanmartin,Cincinnati Reds,Pitcher
467793,Carlos Santana,null,Batter
642701,Dennis Santana,New York Mets,Pitcher
623993,Anthony Santander,null,Batter
666619,Gregory Santos,null,Pitcher
642048,Tayler Saucedo,null,Pitcher
622250,Josh Sborz,null,Pitcher
453286,Max Scherzer,null,Pitcher
657376,Clarke Schmidt,null,Pitcher
669477,Casey Schmitt,null,Batter
669947,Jesse Scholtens,null,Pitcher
570731,Jonathan Schoop,null,Batter
670167,John Schreiber,Boston Red Sox,Pitcher
656941,Kyle Schwarber,null,Batter
656945,Tanner Scott,null,Pitcher
605463,Tayler Scott,null,Pitcher
657756,Connor Seabold,null,Pitcher
608369,Corey Seager,null,Batter
676664,JP Sears,null,Pitcher
516416,Jean Segura,null,Batter
543760,Marcus Semien,null,Batter
673540,Kodai Senga,null,Pitcher
622608,Antonio Senzatela,Colorado Rockies,Pitcher
669222,Nick Senzel,null,Batter
661531,Brian Serven,Colorado Rockies,Batter
622663,Luis Severino,null,Pitcher
623149,Paul Sewald,null,Pitcher
686218,Emmet Sheehan,null,Pitcher
657757,Gavin Sheets,null,Batter
595411,Ryan Sherriff,Boston Red Sox,Pitcher
669699,Braden Shewmake,Atlanta Braves,Batter
670097,Zack Short,null,Batter
592741,Chasen Shreve,null,Pitcher
694363,Jared Shuster,null,Pitcher
681217,Chase Silseth,Los Angeles Angels,Pitcher
608371,Lucas Sims,null,Pitcher
663903,Brady Singer,null,Pitcher
572138,Jon Singleton,null,Batter
642350,Jose Siri,null,Batter
596103,Austin Slater,null,Batter
663629,Ethan Small,Milwaukee Brewers,Pitcher
656970,Devin Smeltzer,Miami Marlins,Pitcher
622098,Drew Smith,New York Mets,Pitcher
642086,Dominic Smith,null,Batter
669701,Josh H. Smith,null,Batter
675656,Kevin Smith,null,Batter
656976,Pavin Smith,null,Batter
663385,Chad Smith,null,Pitcher
669257,Will Smith,null,Batter
519293,Will Smith,null,Pitcher
675986,Canaan Smith-Njigba,Pittsburgh Pirates,Batter
700363,AJ Smith-Shawver,null,Pitcher
592767,Drew Smyly,null,Pitcher
605483,Blake Snell,null,Pitcher
669256,Nick Solak,Detroit Tigers,Batter
456781,Donovan Solano,null,Batter
624585,Jorge Soler,null,Batter
656981,Peter Solomon,Arizona Diamondbacks,Pitcher
666277,George Soriano,Miami Marlins,Pitcher
667755,Jose Soriano,null,Pitcher
647336,Michael Soroka,Atlanta Braves,Pitcher
624641,Edmundo Sosa,null,Batter
672820,Lenyn Sosa,Chicago White Sox,Batter
642397,Gregory Soto,null,Pitcher
665742,Juan Soto,null,Batter
670869,Livan Soto,Los Angeles Angels,Batter
656986,Bennett Sousa,Milwaukee Brewers,Pitcher
642100,Gabe Speier,null,Pitcher
543807,George Springer,null,Batter
605488,Jeffrey Springs,Tampa Bay Rays,Pitcher
607732,Jacob Stallings,null,Batter
592773,Ryne Stanek,null,Pitcher
519317,Giancarlo Stanton,null,Batter
622251,Josh Staumont,Kansas City Royals,Pitcher
657006,Justin Steele,null,Pitcher
668715,Spencer Steer,null,Batter
683021,Michael Stefanic,null,Batter
663986,Trevor Stephan,null,Pitcher
596112,Robert Stephenson,null,Pitcher
663886,Tyler Stephenson,null,Batter
670276,Cal Stevenson,San Francisco Giants,Batter
592779,Brock Stewart,null,Pitcher
694813,Gavin Stone,Los Angeles Dodgers,Pitcher
681082,Bryson Stott,null,Batter
686651,Levi Stoudt,Cincinnati Reds,Pitcher
669065,Kyle Stowers,Baltimore Orioles,Batter
621381,Matt Strahm,null,Pitcher
608717,Chris Stratton,null,Pitcher
664702,Myles Straw,null,Batter
675911,Spencer Strider,null,Pitcher
548389,Ross Stripling,San Francisco Giants,Pitcher
573186,Marcus Stroman,null,Pitcher
657265,Peter Strzelecki,null,Pitcher
596117,Garrett Stubbs,null,Batter
553993,Eugenio Suarez,null,Batter
660761,Jose Suarez,Los Angeles Angels,Pitcher
624133,Ranger Suarez,null,Pitcher
593833,Wander Suero,Los Angeles Dodgers,Pitcher
664954,Brett Sullivan,San Diego Padres,Batter
642121,Cole Sulser,Arizona Diamondbacks,Pitcher
608718,Brent Suter,null,Pitcher
669261,Jack Suwinski,null,Batter
673548,Seiya Suzuki,null,Batter
657024,Erik Swanson,null,Pitcher
621020,Dansby Swanson,null,Batter
592789,Noah Syndergaard,Los Angeles Dodgers,Pitcher
592791,Jameson Taillon,null,Pitcher
593619,Domingo Tapia,San Diego Padres,Pitcher
606132,Raimel Tapia,null,Batter
665487,Fernando Tatis Jr.,null,Batter
643565,Mike Tauchman,null,Batter
665750,Leody Taveras,null,Batter
621035,Chris Taylor,null,Batter
657031,Josh Taylor,Kansas City Royals,Pitcher
572191,Michael A. Taylor,null,Batter
669392,Samad Taylor,null,Batter
621438,Tyrone Taylor,Milwaukee Brewers,Batter
527054,Julio Teheran,null,Pitcher
642133,Rowdy Tellez,null,Batter
572193,Ryan Tepera,Los Angeles Angels,Pitcher
642136,Matt Thaiss,null,Batter
672730,Juan Then,Seattle Mariners,Pitcher
573204,Caleb Thielbar,Minnesota Twins,Pitcher
677950,Alek Thomas,Arizona Diamondbacks,Batter
657041,Lane Thomas,null,Batter
624522,Keegan Thompson,Chicago Cubs,Pitcher
669352,Bubba Thompson,Texas Rangers,Batter
666168,Mason Thompson,null,Pitcher
657044,Ryan Thompson,Tampa Bay Rays,Pitcher
572204,Trayce Thompson,Los Angeles Dodgers,Batter
668868,Zack Thompson,St. Louis Cardinals,Pitcher
669911,Michael Toglia,Colorado Rockies,Batter
543859,Michael Tonkin,null,Pitcher
623437,Justin Topa,null,Pitcher
679529,Spencer Torkelson,null,Batter
647351,Abraham Toro,Milwaukee Brewers,Batter
620443,Luis Torrens,Chicago Cubs,Batter
650402,Gleyber Torres,null,Batter
657053,Touki Toussaint,null,Pitcher
678662,Ezequiel Tovar,null,Batter
666211,Taylor Trammell,Seattle Mariners,Batter
676701,Alan Trejo,Colorado Rockies,Batter
624431,Jose Trevino,null,Batter
644433,Chadwick Tromp,Atlanta Braves,Batter
545361,Mike Trout,null,Batter
663656,Kyle Tucker,null,Batter
668930,Brice Turang,Milwaukee Brewers,Batter
605513,Spencer Turnbull,Detroit Tigers,Pitcher
457759,Justin Turner,null,Batter
607208,Trea Turner,null,Batter
670955,Edwin Uceta,New York Mets,Pitcher
657272,Erich Uelmen,Philadelphia Phillies,Pitcher
621249,Duane Underwood Jr.,Pittsburgh Pirates,Pitcher
570632,Jose Urena,Colorado Rockies,Pitcher
628711,Julio Urias,Los Angeles Dodgers,Pitcher
649966,Luis Urias,null,Batter
602104,Ramon Urias,null,Batter
664353,Jose Urquidy,Houston Astros,Pitcher
570482,Gio Urshela,Los Angeles Angels,Batter
665839,Enmanuel Valdez,Boston Red Sox,Batter
664285,Framber Valdez,null,Pitcher
672841,Carlos Vargas,Arizona Diamondbacks,Pitcher
545121,Ildemaro Vargas,null,Batter
678246,Miguel Vargas,null,Batter
681402,Gus Varland,Milwaukee Brewers,Pitcher
686973,Louie Varland,null,Pitcher
662139,Daulton Varsho,null,Batter
607755,Andrew Vasquez,null,Pitcher
681190,Randy Vasquez,New York Yankees,Pitcher
683734,Andrew Vaughn,null,Batter
679631,Terrin Vavra,Baltimore Orioles,Batter
543877,Christian Vazquez,null,Batter
592826,Vince Velasquez,Pittsburgh Pirates,Pitcher
623205,Andrew Velazquez,null,Batter
676369,Nelson Velazquez,Chicago Cubs,Batter
572403,Drew VerHagen,null,Pitcher
657077,Alex Verdugo,null,Batter
434378,Justin Verlander,null,Pitcher
681911,Alex Vesia,null,Pitcher
676684,Will Vest,null,Pitcher
668901,Mark Vientos,null,Batter
663837,Matt Vierling,null,Batter
681584,David Villar,null,Batter
650619,Meibrys Viloria,Cleveland Guardians,Batter
596129,Daniel Vogelbach,null,Batter
572228,Luke Voit,Milwaukee Brewers,Batter
683011,Anthony Volpe,null,Batter
613564,Jason Vosler,Cincinnati Reds,Batter
608723,Austin Voth,Baltimore Orioles,Pitcher
608379,Michael Wacha,null,Pitcher
664774,LaMonte Wade Jr.,null,Batter
642180,Tyler Wade,Oakland Athletics,Batter
425794,Adam Wainwright,null,Pitcher
686972,Cole Waites,San Francisco Giants,Pitcher
686610,Ken Waldichuk,null,Pitcher
572233,Christian Walker,null,Batter
691023,Jordan Walker,null,Batter
677020,Josh Walker,null,Pitcher
676254,Ryan Walker,null,Pitcher
592836,Taijuan Walker,null,Pitcher
595453,Chad Wallach,null,Batter
670242,Matt Wallner,Minnesota Twins,Batter
670764,Taylor Walls,null,Batter
665120,Jared Walsh,null,Batter
681806,Andrew Wantz,Los Angeles Angels,Pitcher
621493,Taylor Ward,null,Batter
663658,Thaddeus Ward,null,Pitcher
681810,Austin Warren,Los Angeles Angels,Pitcher
671221,Drew Waters,null,Batter
657093,Spenser Watkins,null,Pitcher
677960,Ryan Weathers,San Diego Padres,Pitcher
596133,Luke Weaver,null,Pitcher
657097,Jacob Webb,null,Pitcher
657277,Logan Webb,null,Pitcher
543901,Ryan Weber,New York Yankees,Pitcher
607179,Jordan Weems,null,Pitcher
592848,Zack Weiss,Los Angeles Angels,Pitcher
669711,Greg Weissert,New York Yankees,Pitcher
669330,Tyler Wells,null,Pitcher
621563,Joey Wendle,null,Batter
666214,Joey Wentz,null,Pitcher
669713,Hayden Wesneski,null,Pitcher
554430,Zack Wheeler,null,Pitcher
686839,Brendan White,null,Pitcher
642201,Eli White,Atlanta Braves,Batter
669952,Mitch White,null,Pitcher
669391,Owen White,Texas Rangers,Pitcher
676477,Garrett Whitlock,null,Pitcher
686894,Joey Wiemer,null,Batter
642207,Devin Williams,null,Pitcher
663897,Luke Williams,Los Angeles Dodgers,Batter
592866,Trevor Williams,null,Pitcher
682227,Brandon Williamson,null,Pitcher
669060,Bryse Wilson,null,Pitcher
621051,Steven Wilson,null,Pitcher
670174,Josh Winckowski,null,Pitcher
680739,Josh Winder,Minnesota Twins,Pitcher
622259,Trey Wingenter,Detroit Tigers,Pitcher
608385,Jesse Winker,Milwaukee Brewers,Batter
676775,Keaton Winn,San Francisco Giants,Pitcher
621550,Patrick Wisdom,Chicago Cubs,Batter
689172,Brett Wisely,San Francisco Giants,Batter
677951,Bobby Witt Jr.,null,Batter
621295,Nick Wittgren,null,Pitcher
657136,Connor Wong,null,Batter
543939,Kolten Wong,null,Batter
693433,Bryan Woo,null,Pitcher
622072,Alex Wood,San Francisco Giants,Pitcher
663765,Jake Woodford,null,Pitcher
605540,Brandon Woodruff,Milwaukee Brewers,Pitcher
680573,Simeon Woods Richardson,Minnesota Twins,Pitcher
657140,Kyle Wright,Atlanta Braves,Pitcher
642851,Austin Wynns,null,Batter
642231,Jimmy Yacabonis,New York Mets,Pitcher
642232,Ryan Yarbrough,Kansas City Royals,Pitcher
573262,Mike Yastrzemski,null,Batter
489446,Kirby Yates,null,Pitcher
592885,Christian Yelich,null,Batter
660766,Juan Yepez,St. Louis Cardinals,Batter
807799,Masataka Yoshida,null,Batter
622065,Alex Young,null,Pitcher
664849,Danny Young,Atlanta Braves,Pitcher
642239,Rob Zastryzny,Pittsburgh Pirates,Pitcher
664874,Seby Zavala,null,Batter
669145,Bruce Zimmermann,Baltimore Orioles,Pitcher
670871,Guillermo Zuniga,St. Louis Cardinals,Pitcher
572287,Mike Zunino,Cleveland Guardians,Batter
518595,Travis d'Arnaud,null,Batter
594798,Jacob deGrom,Texas Rangers,Pitcher
